order_id,user_id,product_id,quantity,unit_price,total_amount,order_date,status,payment_method
ORD-00073,U194,P036,2,890.0,1780.0,2025-01-28T07:26:35Z,completed,e_wallet
ORD-00074,U194,P083,2,4200.0,8400.0,2025-01-21T18:00:31Z,completed,e_wallet
ORD-00075,U194,P093,5,3070.0,15350.0,2025-01-18T10:39:01Z,completed,credit_card
ORD-00076,U194,P011,1,27900.0,27900.0,2025-01-20T23:56:55Z,completed,debit_card
ORD-00077,U194,P099,5,1830.0,9150.0,2024-10-06T21:08:33Z,completed,e_wallet
ORD-00078,U194,P038,3,3790.0,11370.0,2024-12-18T20:31:42Z,completed,credit_card
ORD-00079,U194,P089,1,1910.0,1910.0,2024-12-20T16:56:15Z,completed,debit_card
ORD-00080,U194,P044,5,3060.0,15300.0,2024-12-02T00:07:20Z,completed,bank_transfer
ORD-00081,U194,P052,2,1840.0,3680.0,2025-01-08T23:58:52Z,completed,bank_transfer
ORD-00082,U194,P031,4,1300.0,5200.0,2024-12-27T07:16:09Z,completed,credit_card
ORD-00083,U194,P007,3,16700.0,50100.0,2025-01-28T11:52:00Z,completed,debit_card
ORD-00084,U194,P042,5,970.0,4850.0,2024-11-06T20:41:27Z,completed,convenience_store
ORD-00085,U194,P066,4,35800.0,143200.0,2024-11-29T21:54:10Z,completed,credit_card
ORD-00086,U194,P051,5,2780.0,13900.0,2024-11-16T17:52:36Z,completed,bank_transfer
ORD-00087,U194,P007,1,16700.0,16700.0,2025-01-25T00:38:21Z,cancelled,convenience_store
ORD-00088,U172,P069,1,3700.0,3700.0,2024-12-23T16:16:08Z,completed,bank_transfer
ORD-00089,U172,P094,3,6720.0,20160.0,2024-12-11T01:23:30Z,completed,credit_card
ORD-00090,U172,P073,5,17300.0,86500.0,2025-01-16T10:12:20Z,completed,convenience_store
ORD-00091,U172,P065,4,37900.0,151600.0,2024-11-24T07:35:34Z,completed,e_wallet
ORD-00092,U172,P088,5,8410.0,42050.0,2024-10-19T18:34:06Z,completed,bank_transfer
ORD-00093,U172,P072,3,3400.0,10200.0,2024-11-08T15:40:37Z,completed,convenience_store
ORD-00094,U172,P065,1,37900.0,37900.0,2024-10-27T14:38:08Z,completed,convenience_store
ORD-00095,U172,P067,4,19000.0,76000.0,2025-01-09T02:25:51Z,completed,e_wallet
ORD-00096,U172,P041,2,4330.0,8660.0,2025-01-28T17:06:01Z,completed,bank_transfer
ORD-00097,U172,P076,3,11700.0,35100.0,2025-01-07T23:26:23Z,completed,e_wallet
ORD-00098,U172,P039,4,2120.0,8480.0,2024-12-11T12:40:18Z,completed,credit_card
ORD-00099,U172,P054,5,3930.0,19650.0,2025-01-31T04:33:59Z,completed,convenience_store
ORD-00100,U145,P084,5,3200.0,16000.0,2024-10-10T23:19:56Z,completed,debit_card
ORD-00101,U145,P068,5,22800.0,114000.0,2024-12-13T19:48:55Z,completed,debit_card
ORD-00102,U145,P005,5,3400.0,17000.0,2024-10-22T08:09:00Z,completed,convenience_store
ORD-00103,U145,P041,4,4330.0,17320.0,2024-11-09T14:12:14Z,completed,e_wallet
ORD-00104,U145,P061,1,38400.0,38400.0,2025-01-09T17:14:20Z,completed,bank_transfer
ORD-00105,U145,P085,4,9500.0,38000.0,2024-11-30T22:11:35Z,refunded,convenience_store
ORD-00106,U145,P069,3,3700.0,11100.0,2024-11-21T08:01:01Z,completed,debit_card
ORD-00107,U145,P032,3,2130.0,6390.0,2024-11-13T15:57:22Z,cancelled,bank_transfer
ORD-00108,U145,P099,3,1830.0,5490.0,2025-01-03T22:55:10Z,completed,bank_transfer
ORD-00109,U145,P072,3,3400.0,10200.0,2025-01-20T08:35:44Z,completed,convenience_store
ORD-00110,U145,P051,3,2780.0,8340.0,2024-10-29T10:37:41Z,completed,bank_transfer
ORD-00111,U145,P092,1,2870.0,2870.0,2024-12-25T21:37:19Z,completed,convenience_store
ORD-00112,U155,P026,5,3100.0,15500.0,2025-01-18T03:11:37Z,completed,debit_card
ORD-00113,U155,P014,5,68000.0,340000.0,2024-11-16T11:08:06Z,completed,e_wallet
ORD-00114,U155,P029,2,21000.0,42000.0,2024-12-20T06:07:26Z,completed,convenience_store
ORD-00115,U155,P013,2,9740.55,19481.1,2024-10-31T16:03:31Z,completed,convenience_store
ORD-00116,U155,P062,2,47400.0,94800.0,2024-11-25T18:39:32Z,completed,credit_card
ORD-00117,U155,P099,1,1830.0,1830.0,2024-11-15T02:13:28Z,completed,credit_card
ORD-00118,U155,P023,4,14100.0,56400.0,2024-11-04T03:14:05Z,cancelled,credit_card
ORD-00119,U155,P051,4,2780.0,11120.0,2024-11-26T05:00:49Z,cancelled,credit_card
ORD-00120,U155,P039,5,2120.0,10600.0,2024-12-05T01:24:33Z,completed,e_wallet
ORD-00121,U155,P068,4,22800.0,91200.0,2024-10-27T01:25:01Z,cancelled,convenience_store
ORD-00122,U155,P035,2,4450.0,8900.0,2024-12-04T05:05:58Z,completed,convenience_store
ORD-00123,U191,P033,2,5208.88,10417.76,2024-11-27T06:54:45Z,completed,debit_card
ORD-00124,U191,P023,5,14100.0,70500.0,2024-12-18T17:43:19Z,completed,e_wallet
ORD-00125,U191,P042,1,970.0,970.0,2024-10-19T12:31:36Z,completed,debit_card
ORD-00126,U191,P062,3,47400.0,142200.0,2024-10-02T07:49:50Z,completed,debit_card
ORD-00127,U191,P058,3,1580.0,4740.0,2024-11-28T15:10:10Z,completed,e_wallet
ORD-00128,U191,P002,3,20300.0,60900.0,2024-11-15T21:14:59Z,completed,credit_card
ORD-00129,U191,P060,3,40900.0,122700.0,2025-01-06T13:54:54Z,cancelled,bank_transfer
ORD-00130,U191,P089,1,1910.0,1910.0,2024-11-27T06:58:29Z,completed,debit_card
ORD-00131,U191,P029,2,21000.0,42000.0,2024-12-28T08:21:15Z,completed,e_wallet
ORD-00132,U191,P048,4,2030.0,8120.0,2024-12-31T10:13:04Z,completed,debit_card
ORD-00133,U191,P098,2,5970.0,11940.0,2025-01-24T16:41:47Z,cancelled,credit_card
ORD-00134,U191,P068,4,22800.0,91200.0,2024-12-10T06:02:22Z,completed,e_wallet
ORD-00135,U191,P015,1,64800.0,64800.0,2025-01-07T03:44:25Z,completed,e_wallet
ORD-00136,U191,P020,2,2300.0,4600.0,2025-01-10T00:58:02Z,completed,debit_card
ORD-00137,U191,P092,5,2870.0,14350.0,2025-01-08T02:31:17Z,completed,credit_card
ORD-00138,U191,P059,2,47400.0,94800.0,2024-12-28T16:50:06Z,completed,e_wallet
ORD-00139,U191,P060,3,40900.0,122700.0,2024-12-16T21:15:17Z,completed,credit_card
ORD-00140,U191,P096,2,5920.0,11840.0,2024-10-09T19:03:56Z,completed,credit_card
ORD-00141,U099,P008,1,34100.0,34100.0,2024-12-31T16:00:40Z,completed,convenience_store
ORD-00142,U099,P024,2,5700.0,11400.0,2024-12-21T15:01:43Z,completed,convenience_store
ORD-00143,U099,P058,4,1580.0,6320.0,2025-01-13T17:19:17Z,completed,bank_transfer
ORD-00144,U099,P016,2,16600.0,33200.0,2024-12-16T07:47:09Z,completed,debit_card
ORD-00145,U099,P001,1,51500.0,51500.0,2024-12-29T21:45:16Z,completed,e_wallet
ORD-00146,U099,P055,5,4630.0,23150.0,2024-11-14T14:18:43Z,completed,bank_transfer
ORD-00147,U099,P020,3,2300.0,6900.0,2024-10-22T21:53:38Z,completed,convenience_store
ORD-00148,U099,P079,1,8800.0,8800.0,2024-10-14T01:35:54Z,completed,credit_card
ORD-00149,U099,P058,5,1580.0,7900.0,2024-10-10T10:50:53Z,completed,credit_card
ORD-00150,U099,P052,4,1840.0,7360.0,2024-11-12T04:32:52Z,completed,credit_card
ORD-00151,U099,P018,5,18900.0,94500.0,2024-11-15T11:16:18Z,completed,e_wallet
ORD-00152,U099,P041,5,4330.0,21650.0,2024-12-02T06:24:27Z,completed,debit_card
ORD-00153,U099,P085,5,9500.0,47500.0,2024-11-28T08:26:09Z,completed,e_wallet
ORD-00154,U099,P076,2,11700.0,23400.0,2024-12-22T22:53:56Z,completed,credit_card
ORD-00155,U099,P045,4,1630.0,6520.0,2024-12-01T21:24:36Z,completed,convenience_store
ORD-00156,U099,P020,3,2300.0,6900.0,2025-01-13T10:55:38Z,completed,debit_card
ORD-00157,U032,P091,2,1900.0,3800.0,2024-10-12T04:32:49Z,completed,convenience_store
ORD-00158,U032,P072,5,3400.0,17000.0,2024-11-17T03:48:09Z,completed,bank_transfer
ORD-00159,U032,P083,1,4200.0,4200.0,2024-12-12T01:20:47Z,completed,debit_card
ORD-00160,U032,P007,3,16700.0,50100.0,2025-01-26T11:21:43Z,completed,credit_card
ORD-00161,U032,P025,5,20400.0,102000.0,2025-01-17T12:25:55Z,completed,debit_card
ORD-00162,U032,P043,3,3060.0,9180.0,2024-10-03T23:27:36Z,completed,debit_card
ORD-00163,U032,P095,1,2140.0,2140.0,2025-01-01T23:55:58Z,cancelled,e_wallet
ORD-00164,U032,P091,2,1900.0,3800.0,2024-11-16T11:21:47Z,completed,bank_transfer
ORD-00165,U032,P049,4,1210.0,4840.0,2024-12-09T18:16:15Z,completed,bank_transfer
ORD-00166,U032,P066,4,35800.0,143200.0,2024-12-31T03:59:02Z,completed,bank_transfer
ORD-00167,U032,P027,3,16500.0,49500.0,2024-10-09T21:02:57Z,completed,debit_card
ORD-00168,U032,P095,2,2512.49,5024.98,2025-01-22T09:47:09Z,completed,convenience_store
ORD-00169,U077,P020,2,2300.0,4600.0,2024-12-13T18:10:53Z,completed,debit_card
ORD-00170,U077,P064,5,48200.0,241000.0,2024-12-05T13:09:48Z,completed,convenience_store
ORD-00171,U077,P093,4,3070.0,12280.0,2024-12-08T09:15:35Z,completed,e_wallet
ORD-00172,U077,P063,2,26600.0,53200.0,2025-01-14T06:32:27Z,refunded,credit_card
ORD-00173,U077,P068,1,22800.0,22800.0,2024-10-15T10:24:17Z,cancelled,credit_card
ORD-00174,U077,P098,1,5970.0,5970.0,2025-01-31T11:16:57Z,completed,debit_card
ORD-00175,U077,P002,2,20300.0,40600.0,2024-12-12T11:14:28Z,completed,e_wallet
ORD-00176,U077,P062,4,55480.57,221922.28,2024-12-19T20:58:35Z,completed,e_wallet
ORD-00177,U077,P093,3,3070.0,9210.0,2024-11-25T16:03:55Z,completed,convenience_store
ORD-00178,U077,P023,1,14100.0,14100.0,2025-01-10T19:48:47Z,completed,debit_card
ORD-00179,U077,P080,5,13600.0,68000.0,2024-12-08T19:48:54Z,completed,convenience_store
ORD-00180,U077,P011,3,27900.0,83700.0,2024-12-29T03:05:04Z,completed,debit_card
ORD-00181,U122,P088,1,8410.0,8410.0,2024-10-07T03:39:37Z,completed,convenience_store
ORD-00182,U122,P049,5,1210.0,6050.0,2024-10-02T20:02:27Z,completed,credit_card
ORD-00183,U122,P064,4,48200.0,192800.0,2024-12-04T07:49:58Z,completed,credit_card
ORD-00184,U122,P068,1,22800.0,22800.0,2025-01-19T01:24:20Z,completed,credit_card
ORD-00185,U122,P010,3,60900.0,182700.0,2025-01-18T10:08:46Z,completed,debit_card
ORD-00186,U122,P041,1,4330.0,4330.0,2025-01-22T23:47:11Z,completed,convenience_store
ORD-00187,U122,P010,3,60900.0,182700.0,2024-11-16T16:40:53Z,completed,convenience_store
ORD-00188,U122,P087,5,1250.0,6250.0,2024-10-28T04:13:01Z,completed,credit_card
ORD-00189,U122,P065,3,37900.0,113700.0,2024-12-24T20:58:44Z,completed,credit_card
ORD-00190,U122,P044,5,3060.0,15300.0,2025-01-24T15:44:15Z,completed,bank_transfer
ORD-00191,U122,P004,3,7900.0,23700.0,2024-12-27T11:42:57Z,completed,bank_transfer
ORD-00192,U122,P071,4,900.0,3600.0,2025-01-22T18:22:33Z,completed,credit_card
ORD-00193,U174,P080,3,13600.0,40800.0,2024-10-15T06:33:57Z,completed,debit_card
ORD-00194,U174,P049,2,1210.0,2420.0,2024-12-01T11:49:39Z,completed,credit_card
ORD-00195,U174,P001,3,51500.0,154500.0,2024-11-22T09:12:09Z,completed,credit_card
ORD-00196,U174,P024,4,5700.0,22800.0,2025-01-16T17:16:32Z,completed,credit_card
ORD-00197,U174,P004,1,7900.0,7900.0,2024-10-19T01:42:39Z,completed,bank_transfer
ORD-00198,U174,P050,1,4870.0,4870.0,2024-12-15T07:16:36Z,completed,e_wallet
ORD-00199,U174,P032,5,2130.0,10650.0,2024-12-13T22:20:23Z,completed,bank_transfer
ORD-00200,U174,P039,3,2120.0,6360.0,2024-10-13T06:50:46Z,completed,bank_transfer
ORD-00201,U174,P054,3,3930.0,11790.0,2024-10-15T22:28:46Z,completed,debit_card
ORD-00202,U174,P093,4,3070.0,12280.0,2024-11-07T23:19:14Z,completed,debit_card
ORD-00203,U174,P039,1,2120.0,2120.0,2024-12-04T12:14:39Z,completed,convenience_store
ORD-00204,U174,P043,4,3060.0,12240.0,2025-01-24T10:04:18Z,completed,bank_transfer
ORD-00205,U174,P078,2,2400.0,4800.0,2024-11-04T11:50:58Z,refunded,bank_transfer
ORD-00206,U174,P038,4,3790.0,15160.0,2024-11-17T01:46:44Z,completed,bank_transfer
ORD-00207,U174,P051,3,2780.0,8340.0,2025-01-18T11:44:01Z,completed,e_wallet
ORD-00208,U174,P024,5,6860.67,34303.35,2024-11-10T17:01:56Z,completed,bank_transfer
ORD-00209,U174,P089,1,1910.0,1910.0,2024-12-19T10:44:16Z,completed,debit_card
ORD-00210,U174,P082,3,16100.0,48300.0,2024-10-30T22:21:34Z,completed,convenience_store
ORD-00211,U174,P010,4,60900.0,243600.0,2025-01-02T01:23:44Z,completed,e_wallet
ORD-00212,U174,P065,4,37900.0,151600.0,2024-12-09T19:31:43Z,completed,e_wallet
ORD-00213,U035,P082,1,16100.0,16100.0,2024-11-18T04:50:24Z,completed,bank_transfer
ORD-00214,U035,P022,5,26100.0,130500.0,2024-12-17T14:21:13Z,refunded,bank_transfer
ORD-00215,U035,P056,1,3034.76,3034.76,2025-01-08T03:55:25Z,completed,e_wallet
ORD-00216,U035,P075,5,4700.0,23500.0,2024-12-12T15:31:24Z,completed,e_wallet
ORD-00217,U035,P089,5,1910.0,9550.0,2024-10-05T18:28:12Z,completed,bank_transfer
ORD-00218,U035,P054,1,3930.0,3930.0,2024-10-28T12:15:15Z,completed,bank_transfer
ORD-00219,U035,P059,2,47400.0,94800.0,2024-12-07T15:11:49Z,completed,convenience_store
ORD-00220,U035,P093,4,3070.0,12280.0,2024-11-28T07:19:55Z,completed,credit_card
ORD-00221,U035,P003,3,54500.0,163500.0,2024-11-01T21:56:44Z,cancelled,debit_card
ORD-00222,U035,P067,2,19000.0,38000.0,2024-12-04T06:31:24Z,completed,convenience_store
ORD-00223,U035,P030,4,25400.0,101600.0,2024-11-06T04:37:33Z,completed,convenience_store
ORD-00224,U035,P051,1,2780.0,2780.0,2024-11-08T07:35:54Z,completed,convenience_store
ORD-00225,U035,P050,1,4870.0,4870.0,2024-11-09T23:01:30Z,completed,credit_card
ORD-00226,U035,P074,1,5100.0,5100.0,2025-01-13T06:05:02Z,completed,bank_transfer
ORD-00227,U035,P026,4,3100.0,12400.0,2025-01-04T01:09:38Z,completed,bank_transfer
ORD-00228,U035,P077,4,16200.0,64800.0,2025-01-22T23:38:24Z,completed,bank_transfer
ORD-00229,U035,P059,5,47400.0,237000.0,2024-11-27T18:11:36Z,cancelled,e_wallet
ORD-00230,U138,P087,1,1250.0,1250.0,2024-10-07T12:03:37Z,completed,bank_transfer
ORD-00231,U138,P031,4,1300.0,5200.0,2024-11-12T08:30:38Z,completed,debit_card
ORD-00232,U138,P048,3,2030.0,6090.0,2024-12-20T14:18:29Z,completed,convenience_store
ORD-00233,U138,P054,3,3930.0,11790.0,2024-12-26T19:23:42Z,completed,convenience_store
ORD-00234,U138,P055,3,4630.0,13890.0,2024-12-18T06:01:25Z,completed,e_wallet
ORD-00235,U183,P072,1,3400.0,3400.0,2024-10-09T02:24:44Z,completed,convenience_store
ORD-00236,U183,P018,3,18900.0,56700.0,2024-12-01T13:01:28Z,completed,convenience_store
ORD-00237,U183,P080,2,13600.0,27200.0,2025-01-24T00:48:46Z,completed,bank_transfer
ORD-00238,U183,P002,5,20300.0,101500.0,2024-11-14T06:08:56Z,completed,debit_card
ORD-00239,U183,P050,5,4870.0,24350.0,2024-12-10T17:21:07Z,completed,convenience_store
ORD-00240,U183,P054,5,3930.0,19650.0,2024-12-18T10:45:08Z,completed,debit_card
ORD-00241,U183,P011,2,27900.0,55800.0,2025-01-17T06:32:12Z,completed,debit_card
ORD-00242,U091,P005,1,3400.0,3400.0,2024-10-14T08:13:36Z,completed,debit_card
ORD-00243,U091,P069,1,3700.0,3700.0,2024-10-15T00:19:31Z,completed,debit_card
ORD-00244,U091,P073,5,17300.0,86500.0,2024-12-24T08:57:17Z,completed,e_wallet
ORD-00245,U091,P015,2,64800.0,129600.0,2024-11-27T00:13:35Z,completed,e_wallet
ORD-00246,U091,P047,2,3880.0,7760.0,2025-01-13T18:56:16Z,completed,convenience_store
ORD-00247,U091,P070,3,27900.0,83700.0,2024-12-12T06:40:56Z,completed,credit_card
ORD-00248,U091,P095,3,2140.0,6420.0,2024-11-29T21:42:43Z,completed,credit_card
ORD-00249,U091,P058,4,1580.0,6320.0,2024-12-04T20:14:35Z,completed,credit_card
ORD-00250,U091,P057,2,4450.0,8900.0,2025-01-15T07:21:09Z,completed,debit_card
ORD-00251,U175,P095,1,2140.0,2140.0,2024-10-29T12:58:51Z,completed,bank_transfer
ORD-00252,U175,P081,5,1700.0,8500.0,2024-11-17T02:45:54Z,completed,e_wallet
ORD-00253,U175,P018,3,18900.0,56700.0,2025-01-18T23:39:43Z,completed,debit_card
ORD-00254,U175,P008,4,34100.0,136400.0,2024-12-22T16:18:14Z,completed,bank_transfer
ORD-00255,U175,P077,3,16200.0,48600.0,2024-12-02T10:10:03Z,completed,bank_transfer
ORD-00256,U175,P038,4,3790.0,15160.0,2025-01-23T07:19:26Z,completed,e_wallet
ORD-00257,U175,P087,2,1250.0,2500.0,2024-11-14T03:56:42Z,completed,convenience_store
ORD-00258,U175,P008,4,34100.0,136400.0,2025-01-24T04:22:02Z,completed,debit_card
ORD-00259,U175,P090,3,2370.0,7110.0,2024-11-25T05:47:24Z,completed,debit_card
ORD-00260,U190,P032,1,2130.0,2130.0,2024-10-20T01:31:46Z,completed,convenience_store
ORD-00261,U190,P019,1,17700.0,17700.0,2024-10-29T00:44:58Z,completed,bank_transfer
ORD-00262,U190,P049,5,1210.0,6050.0,2024-11-08T07:57:56Z,completed,credit_card
ORD-00263,U190,P052,4,1840.0,7360.0,2025-01-07T10:46:36Z,completed,bank_transfer
ORD-00264,U190,P059,5,47400.0,237000.0,2024-12-02T18:38:21Z,completed,e_wallet
ORD-00265,U190,P001,2,51500.0,103000.0,2025-01-10T23:11:41Z,completed,convenience_store
ORD-00266,U190,P082,4,16100.0,64400.0,2025-01-22T12:53:28Z,completed,credit_card
ORD-00267,U190,P069,5,3700.0,18500.0,2024-11-22T03:34:49Z,completed,convenience_store
ORD-00268,U190,P028,5,14400.0,72000.0,2024-11-27T01:44:10Z,completed,bank_transfer
ORD-00269,U130,P044,1,3060.0,3060.0,2024-10-27T13:39:46Z,completed,e_wallet
ORD-00270,U130,P017,1,3300.0,3300.0,2024-10-28T11:36:12Z,completed,convenience_store
ORD-00271,U130,P088,2,8410.0,16820.0,2024-11-05T11:03:17Z,completed,credit_card
ORD-00272,U130,P081,5,1700.0,8500.0,2024-11-02T13:56:17Z,completed,credit_card
ORD-00273,U130,P021,5,29600.0,148000.0,2024-12-15T07:45:51Z,completed,credit_card
ORD-00274,U130,P055,3,4630.0,13890.0,2025-01-06T20:32:07Z,completed,debit_card
ORD-00275,U130,P084,4,3200.0,12800.0,2024-11-16T10:26:39Z,completed,bank_transfer
ORD-00276,U130,P012,4,76600.0,306400.0,2024-11-25T07:26:57Z,completed,credit_card
ORD-00277,U042,P086,1,9100.0,9100.0,2024-10-09T00:51:02Z,completed,credit_card
ORD-00278,U042,P051,1,2780.0,2780.0,2024-10-15T19:56:38Z,completed,debit_card
ORD-00279,U042,P084,2,3200.0,6400.0,2025-01-08T07:44:07Z,completed,credit_card
ORD-00280,U042,P001,3,51500.0,154500.0,2024-12-17T07:02:24Z,completed,credit_card
ORD-00281,U042,P017,3,3300.0,9900.0,2024-12-21T10:23:34Z,completed,convenience_store
ORD-00282,U042,P002,2,20300.0,40600.0,2025-01-07T12:51:31Z,completed,bank_transfer
ORD-00283,U042,P016,5,16600.0,83000.0,2025-01-07T09:12:34Z,completed,debit_card
ORD-00284,U042,P062,2,47400.0,94800.0,2024-11-23T05:29:05Z,completed,convenience_store
